,name,community_status,lifetime_investment,city,st_abb,pop_change_10_11,pop_change_11_12,pop_change_12_13,pop_change_13_14,pop_change_14_15,pop_change_15_16,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,residentcount,edu_event,dist_event,home_assess,comm_prep,mitigation,other
249,Cedar Mesa Ranches,In Good Standing,16394.0,Mancos,CO,-0.00336555394669902,-0.00117799505242078,0.00864881864999803,0.00491094048407842,0.014350541054183,0.0323481053798799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16394.0,168.0,1.0,0.0,0.0,0.0,0.0,0.0
250,Center Ridge,In Good Standing,5918.2,Center Ridge,AR,-0.00437873722868308,0.00279012579211198,-0.00282952133930677,-0.00595885552139986,-0.0011894000666064,-0.00271506144612746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5918.2,0.0,388.0,0.0,0.0,1.0,1.0,0.0,0.0
251,Centerton,In Good Standing,1296093.0,Centerton,AR,0.0279557524509584,0.023843033725545,0.0193602370188223,0.0218319945723643,0.0281157911562312,0.0296590406257101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49734.0,6622.0,222144.0,0.0,279027.0,311025.0,427541.0,0.0,11000.0,2.0,1.0,0.0,3.0,0.0,1.0
252,Centerville,Inactive,4794.04,Dardanelle,AR,-0.00993003836605732,-0.00597219056302713,-0.00165107319757843,0.00376699742741639,-0.0111212814645309,-0.00254547137501736,0.0,4337.04,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Central Brookside,Inactive,27835.0,Brookside,UT,0.0223774405350939,0.0217039585703083,0.0208487480378666,0.0286463272549923,0.0236604173663381,0.030845931167578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23111.0,0.0,0.0,0.0,0.0,0.0,1668.0,0.0,0.0,1.0,0.0,0.0,0.0
254,Central Foothills Neighborhood Assn,Inactive,21946.98,Boise,ID,0.0194036337020913,0.0193982818023624,0.0177990163830188,0.0246121241683226,0.0165259603208105,0.0243640230974907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,1250.0,435.0,5000.0,7200.0,5561.98,0.0,0.0,1500.0,3.0,0.0,1.0,1.0,2.0,0.0
255,Chain of Lakes,Inactive,54510.0,Libby,MT,-0.00355618776671408,-0.0066789028245131,-0.00354154904275522,-0.0142165447615123,-0.00475493782004389,0.0111303617367564,0.0,0.0,0.0,17991.0,15850.0,5850.0,1500.0,2500.0,5340.0,4229.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
256,Chalet High,In Good Standing,32662.0,Cana,VA,0.000631943058604404,-0.00548446069469835,-0.00213903743315508,-0.00783762057877813,0.00384849098642901,-0.00689400053806833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12926.0,11965.0,7771.0,0.0,80.0,0.0,1.0,0.0,1.0,1.0,0.0
257,Chaparral Pines,In Good Standing,1574844.52,Payson,AZ,-0.00098993257251723,-0.00841341659499682,5.65653518364884e-05,0.00160259431738909,0.000263534372411716,0.00786631036169973,0.0,0.0,0.0,0.0,2206.0,98334.0,109922.11,47142.0,18534.3,1228734.0,6983.69,12871.0,21158.65,28958.77,0.0,809.0,2.0,10.0,1.0,2.0,0.0,1.0
258,Chapel Lane Village,In Good Standing,23338.0,Rapid City,SD,0.0111950244335851,0.0191742572904158,0.017510752636671,0.0162303122734676,0.00570660984760758,0.00747045439890937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6775.0,15868.0,695.0,0.0,102.0,0.0,2.0,1.0,0.0,0.0,0.0
259,Chapel Valley,Inactive,22734.0,Rapid City,SD,0.0111950244335851,0.0191742572904158,0.017510752636671,0.0162303122734676,0.00570660984760758,0.00747045439890937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10716.0,7470.0,4548.0,0.0,0.0,0.0,498.0,0.0,1.0,0.0,0.0,0.0,2.0
260,Chase Lake Area,In Good Standing,5547.07,Deer River,MN,0.00226586102719033,0.00250454364111884,0.00466494218566912,0.000550151841908367,-0.00153957815558537,-0.00341432253232592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2330.07,1717.0,0.0,50.0,0.0,0.0,0.0,3.0,0.0,0.0
261,Chautauqua Trace HOA,In Good Standing,2285.95,Ashland,OR,0.0068039919374662,0.00757834702188541,0.00734688339003421,0.0117818552693614,0.0153249235655767,0.0140165032266524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285.95,0.0,115.0,0.0,1.0,0.0,1.0,0.0,0.0
262,Chechaquo Ranch,Inactive,,--,WA,,,,,,,,,,,,,,,,,,,,,,50.0,1.0,0.0,0.0,1.0,0.0,0.0
263,Chelan Ridge,Inactive,5861.0,Chelan,WA,0.00765635738831615,0.00473351794508028,0.00408667553697016,0.00626056385639916,0.0137601118009084,0.0118766734710108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5861.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Chelminar,In Good Standing,8286.64,Naches,WA,0.00777246606964522,0.00140116885912364,0.00139109697933227,0.00106921117325676,0.0038029736016992,0.00613022187292183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4780.0,3506.64,0.0,68.0,1.0,0.0,0.0,1.0,1.0,1.0
265,Cherokee Meadows,In Good Standing,13043.0,Livermore,CO,0.0157858133986417,0.0186656271395205,0.0181370893830495,0.0255965635413212,0.0282098740718613,0.0183425235646316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9720.0,323.0,3000.0,0.0,85.0,1.0,1.0,1.0,0.0,0.0,0.0
266,Cherokee Village,In Good Standing,600133.01,Cherokee Village,AR,-0.000347222222222222,-0.0123306703716568,0.00134810386261063,-0.0105361741980801,0.00159725508755324,0.0133482960250428,0.0,0.0,40000.0,15000.0,11550.0,15000.0,19866.0,33137.0,45409.0,236705.0,20089.6,85765.44,28288.97,49322.0,0.0,4767.0,1.0,6.0,0.0,2.0,0.0,0.0
267,Cherry Hill,In Good Standing,18486.75,Perryville,AR,-0.00602582496413199,-0.00538876058506543,9.6749226006192e-05,-0.00899680758440553,-0.00605232331120656,-0.00491062659595364,0.0,870.3,3114.0,0.0,0.0,0.0,0.0,0.0,0.0,5925.0,2674.0,2199.5,1577.95,2126.0,0.0,387.0,0.0,3.0,0.0,2.0,0.0,1.0
268,Cherry Valley,In Good Standing,3380.8,Cherry Valley,AR,-0.00326184457310609,-0.0062586926286509,-0.00563948462520068,-4.13975823811889e-05,-0.00525771061891948,-0.000208090561012152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2032.8,1348.0,0.0,658.0,0.0,2.0,0.0,0.0,0.0,0.0
269,Chickasaw Point,In Good Standing,64007.4,Westminster,SC,-0.00164077735189295,0.00498430617110988,0.00470490462850019,0.00356218480668143,0.00695284561492136,0.00806664554288128,0.0,0.0,0.0,0.0,0.0,0.0,14914.0,5275.0,6429.0,6835.0,4738.0,4690.4,14764.8,6361.2,0.0,444.0,5.0,0.0,0.0,2.0,3.0,0.0
270,Chicog Acres Community,In Good Standing,5928.29,Trego,WI,-0.00866290018832392,0.00335612968591692,-0.0107289365730514,0.00165869218500797,-0.00923508056811668,0.00591411673952173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3440.38,2487.91,0.0,279.0,0.0,2.0,0.0,0.0,0.0,0.0
271,Childers Ridge,Inactive,2215.0,Whitley City,KY,-0.000765445598687808,-0.011928211862552,-0.00725440248089489,-0.00195236235845373,-0.00173261792980103,-0.0195957673142601,0.0,0.0,0.0,0.0,0.0,1815.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0
272,Chiliwist,In Good Standing,11483.4,Brewster,WA,0.00247320692497939,-0.00246710526315789,-0.00329760923330585,0.00316255534471853,0.00298283053642448,0.00471481418796393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,4595.0,2886.4,3000.0,0.0,95.0,3.0,2.0,1.0,0.0,0.0,1.0
273,Chinook,In Good Standing,30641.8,Corvallis,OR,0.0050604211953346,0.00513959464644938,-0.0043382191321248,0.0121534636209421,0.0133047111764166,0.0126202263484043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2222.0,2222.0,17731.0,6244.8,0.0,150.0,1.0,0.0,0.0,1.0,3.0,0.0
274,Chinquapin Estates,In Good Standing,7995.68,Waynesboro,VA,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,1557.0,2767.5,2593.25,617.93,0.0,193.0,3.0,0.0,0.0,2.0,2.0,0.0
275,Chiwawa Loop,In Good Standing,9187.88,Leavenworth,WA,0.00765635738831615,0.00473351794508028,0.00408667553697016,0.00626056385639916,0.0137601118009084,0.0118766734710108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9187.88,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
276,Chiwawa River Pines,In Good Standing,13280.78,Leavenworth,WA,0.00765635738831615,0.00473351794508028,0.00408667553697016,0.00626056385639916,0.0137601118009084,0.0118766734710108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13280.78,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
277,Chocorua Ski & Beach Club Association,In Good Standing,74029.21,Tamworth,NH,-0.0014634248322288,-0.0018005569164416,-0.00346078822073537,-0.00277824549587473,-0.0033347403967919,0.00141883020625979,0.0,0.0,0.0,0.0,10419.0,16709.21,2240.0,5000.0,4000.0,6000.0,6118.0,8668.0,7243.0,7632.0,0.0,190.0,1.0,1.0,0.0,4.0,6.0,0.0
278,Christie Heights,In Good Standing,21856.9,Breckenridge,CO,-0.00331373597006948,0.00897325897325897,0.0152358005881728,0.0192649984294838,0.0235233692860812,0.0161247156429814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,15000.0,1730.4,2174.46,2354.04,0.0,37.0,4.0,1.0,0.0,1.0,0.0,0.0
279,Chuckanut Ridge POA,In Good Standing,232743.89,Bow,WA,0.00643556740679965,0.00193615774590477,0.00586505292956004,0.0136839710479529,0.011811841766207,0.016077355328448,31800.0,18718.0,5040.0,15510.0,0.0,7200.0,30196.0,20162.0,32940.0,8597.0,24885.89,20000.0,7749.0,9946.0,0.0,42.0,3.0,4.0,0.0,1.0,2.0,0.0
280,Chumstick Watershed,In Good Standing,212690.64,Leavenworth,WA,0.00765635738831615,0.00473351794508028,0.00408667553697016,0.00626056385639916,0.0137601118009084,0.0118766734710108,0.0,0.0,0.0,0.0,0.0,0.0,17060.0,17850.0,15505.0,15500.0,24398.4,20302.24,63560.0,38515.0,0.0,3875.0,11.0,0.0,1.0,9.0,0.0,1.0
281,Cimarron Ranch,In Good Standing,15033.52,Quemado,NM,-0.00641882856378711,-0.0172274562584118,-0.0194467269241304,-0.011731843575419,-0.0223289994347089,0.0141659439144261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4724.0,1638.14,1395.0,1291.92,1260.46,0.0,38.0,3.0,0.0,0.0,0.0,5.0,0.0
282,Circle Oaks,In Good Standing,521745.46,Napa,CA,0.00823752128818168,0.00694504857184283,0.00866823136402252,0.00710196856575923,0.00536510343947781,0.0021994444992739,0.0,0.0,0.0,0.0,0.0,3104.46,78573.0,142790.0,16000.0,96985.0,43318.0,55975.0,35000.0,50000.0,0.0,750.0,3.0,5.0,0.0,1.0,0.0,0.0
283,City of Bolivar,In Good Standing,57063.54,Bolivar,TN,-0.0111585770052294,-0.0120293471379092,-0.0104417973462002,-0.0123423869566874,-0.00752111698229645,-0.0115420488108192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16850.94,40212.6,0.0,5620.0,1.0,2.0,2.0,0.0,0.0,0.0
284,City of Booneville,In Good Standing,35881.65,Booneville,MS,0.00372749623284955,0.000671618204804045,0.00367168068222196,-0.0019274644009126,-0.00236471840145036,-0.00225180737170624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17881.65,18000.0,0.0,8625.0,0.0,2.0,0.0,0.0,0.0,0.0
285,City of Bowman,In Good Standing,12724.32,Bowman,GA,-0.0134845996914962,-0.0116009280742459,-0.00392937334149827,-0.00558430247451201,-0.00556414219474498,-0.00823748834317687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6376.32,4428.0,1920.0,0.0,850.0,0.0,0.0,0.0,3.0,0.0,0.0
286,City of Carlton,In Good Standing,4915.2,Carlton,GA,-0.000888320363856021,-0.00241837968561064,0.00438502673796791,0.00685053064991304,0.00105760417401114,0.0150725454289337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.6,4029.6,0.0,260.0,0.0,0.0,1.0,2.0,1.0,0.0
287,City of Elk City,Inactive,148593.87,Elk City,OK,0.0122432322133043,0.0358374770416163,0.0172122994421139,0.00595212788571914,-0.00139470013947001,-0.0469358388352802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148593.87,0.0,12500.0,1.0,0.0,0.0,0.0,0.0,0.0
288,City of Good Hope,In Good Standing,5915.0,Good Hope,GA,0.00544170705278575,0.00525829602785476,0.0133008176056172,0.0185906453825673,0.0101015865768748,0.0190858240578564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263.0,4652.0,0.0,284.0,0.0,2.0,0.0,0.0,0.0,0.0
289,City of Howardwick,In Good Standing,1142.0,Howardwick,TX,-0.0125971589386224,-0.00895765472312704,-0.0232812927964941,-0.0176668536174986,-0.0274050813588353,-0.000587026709715292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,0.0,402.0,0.0,0.0,0.0,1.0,0.0,0.0
290,City of Jefferson,In Good Standing,95860.46,Jefferson,GA,-0.00339094650205761,-0.00158562367864693,0.0067496029645315,0.0138688050479821,0.0216855753646677,0.0250166566198166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95860.46,0.0,9600.0,0.0,0.0,0.0,1.0,0.0,0.0
291,City of McCall,In Good Standing,24800.0,McCall,ID,-0.0172819306677574,-0.00988553590010406,0.00735680504466632,0.0232655190401669,0.0280383360522023,0.0409600317365863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12300.0,12500.0,0.0,2991.0,1.0,1.0,0.0,0.0,0.0,0.0
292,City of Pendergrass,In Good Standing,4291.2,Pendergrass,GA,-0.00339094650205761,-0.00158562367864693,0.0067496029645315,0.0138688050479821,0.0216855753646677,0.0250166566198166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3321.0,970.2,0.0,429.0,0.0,1.0,0.0,1.0,0.0,0.0
293,City of Piedmont,In Good Standing,87559.25,Piedmont,OK,0.0266994464119933,0.0259967514526365,0.0287082901512122,0.0267806855411269,0.0297132968162117,0.0243767022050824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41844.25,45715.0,0.0,6500.0,0.0,4.0,0.0,0.0,0.0,0.0
294,City of Shavano Park,In Good Standing,8221.35,Shavano Park,TX,0.0187672010428286,0.0189068568974023,0.0187450028794597,0.0201382394394025,0.0197622164154493,0.0175142786900641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8221.35,0.0,3035.0,1.0,1.0,0.0,0.0,0.0,0.0
295,City of Sky Valley,In Good Standing,9272.0,Dillard,GA,0.000737599114881062,0.00202690252441496,-0.006313595684688,0.0,0.00345444451298501,0.0179504518350034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,752.0,3744.0,0.0,272.0,1.0,2.0,1.0,0.0,0.0,0.0
296,City of Yazoo City,In Good Standing,615956.18,Yazoo City,MS,0.00534149989317,0.0018064607537546,-0.0125870664356681,-0.00662441364987288,-0.0131569461466369,-0.0041275523249443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289383.18,326573.0,0.0,11403.0,0.0,1.0,0.0,1.0,0.0,0.0
297,Clara Lake HOA,In Good Standing,11050.53,Lutsen,MN,0.00832849118729421,-0.00441797925470611,-0.00135056916843527,0.00850077279752705,-0.00229885057471264,0.0149769585253456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11050.53,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Clarkridge,Inactive,20569.0,Gainesville,AR,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10338.0,10231.0,0.0,0.0,0.0,0.0,0.0,2400.0,1.0,0.0,0.0,0.0,1.0,0.0
299,Clear Creek,In Good Standing,632523.49,Westwood,CA,-0.0157873586313795,-0.0182571161922538,-0.045095359752837,-0.0133773021403683,-0.01201362174434,-0.0147767529441803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,7125.0,60000.0,360000.0,195000.0,1015.0,3883.49,0.0,169.0,3.0,5.0,2.0,2.0,0.0,0.0
300,Clearlake Riviera Community Association,In Good Standing,24201.4,Kelseyville,CA,-0.00773828830916084,-0.00466984215933501,-0.00259610271808827,0.00506460110386352,0.00541350099065508,-0.00512056605530211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12246.39,11955.01,0.0,3858.0,2.0,0.0,0.0,0.0,0.0,0.0
301,Clements Scout Ranch,In Good Standing,23070.0,Athens,TX,0.000483128639357185,0.00329131296701062,-0.0044457954934073,0.00758269720101781,0.00277791807667054,0.0061070816963836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23070.0,0.0,700.0,1.0,0.0,0.0,0.0,0.0,0.0
302,Cliff Village,In Good Standing,222781.18,Joplin,MO,0.0117638965327463,0.00413068606785884,-0.0048754888185404,-0.00324923872548186,-0.000426679410158383,0.00216845663940444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,150027.0,69302.0,122.59,122.59,147.0,460.0,0.0,41.0,1.0,6.0,0.0,1.0,1.0,1.0
303,Cliffs Valley,In Good Standing,6988.0,Travelers Rest,SC,0.0139089184479785,0.0159659856981361,0.015031162165465,0.0173516502549415,0.0186938007752405,0.0165185331624074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3268.0,1220.0,1500.0,1000.0,0.0,350.0,3.0,0.0,0.0,1.0,0.0,0.0
304,Clinton,In Good Standing,161736.0,Clinton,OK,0.0084394325209167,0.0284611499891783,0.0276033811511346,0.00764557307666052,0.00311632003251812,-0.0108394678192747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48236.0,27500.0,24000.0,24000.0,19500.0,18500.0,0.0,9033.0,1.0,4.0,0.0,0.0,1.0,0.0
305,Cloverdale,In Good Standing,4361.5,Little Rock,AR,0.00821900668103842,0.00550447804413924,0.00618917216286754,0.00337582287279715,0.000761525393942944,0.000809300336953977,0.0,0.0,0.0,0.0,0.0,1443.0,0.0,0.0,0.0,0.0,1014.0,660.0,676.5,568.0,0.0,280.0,0.0,2.0,0.0,1.0,1.0,0.0
306,Coal Bank Ridge,In Good Standing,23784.0,Blacksburg,VA,0.00254764950262693,0.00946877833779709,0.0112392412467619,0.00553650373920588,0.00295845831450055,0.00989389159736163,0.0,0.0,0.0,0.0,0.0,0.0,1776.0,7250.0,2368.0,3808.0,1904.0,1358.0,3967.0,1353.0,0.0,82.0,0.0,5.0,1.0,0.0,1.0,0.0
307,Coaling,Inactive,3669.0,Coaling,AL,0.00871812755133439,0.00958331638670842,0.0105750298366913,0.00991623521907904,0.00814127329514336,0.00871667621047274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,1.0,0.0,0.0,0.0,0.0
308,Cobbly Nob,In Good Standing,46947.0,Gatlinburg,TN,0.0127365882392167,0.0129056330454441,0.0114519117216871,0.0143536569690218,0.0101905043507646,0.010579023844618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3225.0,7852.0,5900.0,6890.0,7333.0,8414.0,0.0,436.0,2.0,0.0,1.0,3.0,1.0,0.0
309,Cochise Stronghold Canyon,In Good Standing,30914.0,Cochise,AZ,0.00874763859279097,-0.00840102286401925,-0.0173615588237525,-0.0172360560075335,-0.00727295575749484,-0.00494481585505756,0.0,0.0,0.0,0.0,0.0,11000.0,100.0,8000.0,250.0,3264.0,500.0,2000.0,5000.0,800.0,0.0,24.0,3.0,4.0,0.0,0.0,1.0,0.0
310,Coffee Creek,In Good Standing,58800.0,Trinity Center,CA,-0.00355975299673084,-0.015748031496063,-0.00518518518518519,-0.0230081906180194,-0.0040393262708635,-0.0218855218855219,0.0,0.0,0.0,0.0,0.0,5000.0,7000.0,2850.0,22500.0,8750.0,2750.0,3500.0,2750.0,3700.0,0.0,275.0,3.0,5.0,0.0,1.0,0.0,0.0
311,Cohoe,Inactive,71380.0,Kasilof,AK,0.0143782616519705,0.0103425641753446,0.0018787751088636,0.00993708266881649,0.00725367021830424,0.00795947901591896,0.0,0.0,0.0,9756.0,23072.0,6832.0,4540.0,9403.0,7852.0,1500.0,8425.0,0.0,0.0,0.0,0.0,500.0,0.0,24.0,0.0,8.0,0.0,0.0
312,Coin,Inactive,8024.0,Alpena,AR,0.00428219096403502,0.00812306031574686,0.00149908983831245,-0.00550625467764354,0.000618179863462882,0.00201455854307126,0.0,0.0,0.0,7080.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Colbert,In Good Standing,10600.0,Colbert,OK,0.0119410688312298,0.00748811869711371,0.0162915918818169,0.0066340624009419,0.0118761105737871,0.0130259852846378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,2500.0,2200.0,1900.0,0.0,900.0,0.0,4.0,0.0,0.0,0.0,0.0
314,College Heights,In Good Standing,6425.0,Grants Pass,OR,-0.00273939540216014,0.00193615527965343,0.00567646561511148,0.0040351635682375,0.0136117889096215,0.0137122088220717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6425.0,0.0,106.0,1.0,0.0,0.0,1.0,0.0,0.0
315,Colonial Townes Association,Inactive,7050.0,Cary,NC,0.0245427251146426,0.0248469664488468,0.0227072254845132,0.0246190652209627,0.0241277406385629,0.0242833966421846,0.0,0.0,0.0,0.0,0.0,0.0,1551.0,780.0,665.0,645.0,2000.0,700.0,0.0,0.0,0.0,78.0,1.0,2.0,0.0,3.0,0.0,0.0
316,Colony Surf Club Inc.,In Good Standing,129233.72,Lilliwaup,WA,0.00284787726142855,-0.00205187130663165,-0.00381610329796858,0.00236117761669666,0.00543603597667446,0.0190379448194508,0.0,0.0,0.0,0.0,2178.0,23870.88,12500.0,16466.0,19802.0,17897.0,6996.2,6996.2,8825.0,13702.44,0.0,95.0,0.0,8.0,0.0,3.0,1.0,0.0
317,Colorado's Timber Ridge HOA,In Good Standing,4000.0,Pagosa Springs,CO,-0.00364993778515139,0.00849221546915328,0.00668703046313878,0.00287026406429392,0.0126747894349497,0.0379521963824289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0
318,Columbia Village,In Good Standing,75619.44,Boise,ID,0.0194036337020913,0.0193982818023624,0.0177990163830188,0.0246121241683226,0.0165259603208105,0.0243640230974907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19480.0,18069.72,18069.72,20000.0,0.0,4752.0,0.0,2.0,0.0,1.0,0.0,1.0
319,Compass Lake in the Hills,In Good Standing,9880.0,Alford,FL,-0.00939251017857863,-0.0027874989826646,-0.000428475240252188,-0.00416411512553582,-0.00401754601730005,-0.00742951224531797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,3400.0,5000.0,0.0,535.0,2.0,1.0,0.0,1.0,0.0,0.0
320,Compton,In Good Standing,25869.82,Compton,AR,-0.00612318405570897,-0.0230732060884272,-0.00111289724248794,-0.0203020549641,0.00113722517058378,0.00164079262905465,0.0,0.0,0.0,0.0,0.0,0.0,2819.0,2971.0,2500.0,2550.0,2238.0,2428.32,3006.5,7357.0,0.0,1050.0,2.0,5.0,0.0,1.0,0.0,1.0
321,Comstock Village Homeowners Association,In Good Standing,66323.45,Colorado Springs,CO,0.0158720791131669,0.013722697876122,0.0144848298047986,0.0116856210677061,0.0175704409738518,0.0207536816503285,0.0,0.0,0.0,0.0,0.0,1485.0,3543.75,12837.0,1485.0,4031.0,12202.0,10609.0,13117.0,7013.7,0.0,1485.0,1.0,3.0,0.0,7.0,3.0,0.0
322,Concow/Yankee Hill,In Good Standing,120644.39,Oroville,CA,1.81832232490692e-05,0.00542304772554742,0.00423184736413781,0.00836499846926831,0.00570155464473555,0.00716090050654603,0.0,0.0,0.0,0.0,0.0,0.0,13941.0,6672.0,10680.0,25279.0,12159.12,24786.91,20105.48,7020.88,0.0,3005.0,1.0,2.0,0.0,5.0,0.0,0.0
323,Conifer Mountain,In Good Standing,24988.14,Conifer,CO,0.00736869210846476,0.0115121372935827,0.0106797538822151,0.0129803301975677,0.0108518340976898,0.0118447897257862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24988.14,0.0,681.0,0.0,0.0,0.0,1.0,1.0,0.0
324,Conkling Park,In Good Standing,14572.29,Worley,ID,0.0153938093558072,0.00911895054068428,0.0139694050354505,0.0207555145912307,0.0208426684046872,0.0262496342209571,0.0,0.0,0.0,1663.0,400.0,1100.0,2537.0,1176.0,1930.0,945.0,945.0,945.0,1397.13,1534.16,0.0,300.0,1.0,4.0,0.0,2.0,2.0,0.0
325,Continental,In Good Standing,136639.0,Flagstaff,AZ,-0.00325350606132636,0.0135110965376418,0.00472062294575695,0.00771364378188099,0.01002941283271,0.0131726538007996,0.0,0.0,0.0,0.0,16300.0,11200.0,16800.0,15300.0,12769.0,13857.0,14163.0,250.0,20000.0,16000.0,0.0,2270.0,4.0,9.0,2.0,0.0,0.0,1.0
326,Coolfont Mountainside Association,In Good Standing,22119.5,Berkeley Springs,WV,-0.00342543959808175,-0.000286434463794684,-0.000171909919202338,0.00383998165978909,0.000456751355980588,0.00622039605090453,0.0,1272.06,1200.0,5051.0,736.36,1200.0,1450.0,3252.0,1245.0,1675.0,1800.0,1500.0,725.0,1013.08,0.0,252.0,3.0,1.0,1.0,2.0,0.0,0.0
